1,62,16606,7.9325e+06,0.35893
1,123,19792,1.4943e+07,0.21692
1,184,18830,1.2374e+07,0.2313
69,1,8038,1.8483e+06,0.67648
69,62,16680,9.4065e+06,0.33579
69,123,15696,6.5194e+06,0.34864
69,184,16032,9.4774e+06,0.33836
